Continent,Year,Nitrogen oxide (NOx),Sulphur dioxide (SO₂) emissions,Carbon monoxide (CO) emissions,Black carbon (BC) emissions,Ammonia (NH₃) emissions,Non-methane volatile organic compounds (NMVOC) emissions
South America,1958,1080315.05976,1855399.522086,10437139.67338,155655.15109799997,1481550.73457,3235069.81157
South America,1959,1283373.24059,2088314.4461959999,11238180.43454,164057.002449,1532938.57981,3548483.447654
South America,1960,1271187.69473,2383909.438803,11185064.11235,167825.828321,1572439.7741699999,3621458.86065
South America,1961,1269955.94877,2476616.105039,11156846.8288,170765.781485,1603832.76684,3678103.2343999995
South America,1962,1295626.99844,2525495.471076,11206794.94626,175122.7159844,1644066.824285,3835464.4292360004
South America,1963,1375116.51283,2609506.955746,11592628.20393,179948.82618799998,1717385.29397,3989863.961306
South America,1964,1412314.1277,2700324.951442,11684187.571661001,184392.25659459998,1747192.37702,4102381.75952
South America,1965,1467549.769576,2666421.23476,11893091.423577,189182.77522440001,1816687.860045,4211007.4189
South America,1966,1508571.1541539999,2788971.210504,12000569.51568,192757.09104452998,1853951.46588,4228836.09961
South America,1967,1578897.16059,2918728.8686740003,12276304.689587,196903.4284864,1984399.038675,4402424.93681
South America,1968,1701709.002474,3063998.2738092197,12627829.336274,202248.44409584,2063044.44245,4565462.40244
South America,1969,1826026.55217,3202759.9409496803,13058119.022658,208724.16800236,2100216.03512,4694047.846144
South America,1970,1964384.09828,3289951.1668350003,13274363.98952,213551.40605969998,2299971.19546,4825377.13504
South America,1971,2046303.6453,3334098.786874,13608890.045134,220798.8995476,2357662.88689,4856021.64033
South America,1972,2152752.18834,3377449.2554676,13939506.684477,222263.46705212002,2414646.48095,4840164.153376
South America,1973,2342768.4492800003,3482931.91131,14352271.706535,226392.81158369998,2462670.21989,5038800.001029
South America,1974,2514693.22876,3863619.9625503,14983685.914789,229051.87872062996,2549468.14585,4963349.75048
South America,1975,2629974.478774,3834533.9363605,15299700.480596,233424.28657633997,2633997.5246,4755800.572699999
South America,1976,2819868.59006,4729791.3367167,15273103.194197,240783.44000192996,2726212.3660399998,4744364.089726999
South America,1977,2898214.098095,4732519.5061344,15402212.3339,245237.86611793,2834532.0584,4728581.53164
South America,1978,3065581.97909,4980842.5490045,15745323.369012,248760.80847399996,2816403.9879400004,4758609.534649
South America,1979,3251511.5393,5296348.571062701,16385821.182473,256450.07348465,2934905.38727,4966979.289502
South America,1980,3280186.91076,5232660.7886807,16791918.27226,262935.30662952,3070723.65313,4997415.754207
South America,1981,3289561.76897,4956589.072508001,16563191.94359,263900.31523954,3023456.02975,4951127.216246
South America,1982,3333935.97078,5185217.699708,16538591.418974,262959.2788458,3043490.63536,4881891.670145
South America,1983,3330953.0328699998,5052005.009283,16814213.73584,264696.53801518003,3050679.13471,4912164.362613
South America,1984,3423189.0811260003,5147045.502932,17757554.638925,273555.15353645,3212244.45673,5124051.5955300005
South America,1985,3514015.25426,5188533.124284999,17925060.063166,276610.52941253,3245152.3003399996,5114696.29268
South America,1986,3661920.18617,5267672.91404,18480512.46665,283223.8705984,3340155.04939,5299802.836237
South America,1987,3779604.4116900004,5377818.120565,18623695.324466,293529.802207,3424933.84172,5333153.58831
South America,1988,3839345.35509,5388030.2094870005,18931295.09469,295081.3540713,3473904.78397,5405420.802895
South America,1989,3809530.10364,5466856.37106,19411788.511006,292618.80555315,3527336.38808,5447256.671664
South America,1990,3836333.51545,5242513.01958,18517161.76517,291687.064528,3514936.6541999998,5392848.358365
South America,1991,3950458.9222,5419802.46479,18200488.72107,292055.0641866,3568817.28653,5469528.930005
South America,1992,4044665.05753,5496174.17031,17983167.63898,286463.1956642,3631779.07735,5492023.7784
South America,1993,4194716.04377,5600287.10758,18211519.82659,285019.5235786,3722334.3997399993,5631547.814824
South America,1994,4459553.16447,5684489.04645,17889067.48314,290646.4724879,3897848.53175,5781413.43732
South America,1995,4632432.2063,5870642.21455,18187258.0118,292109.4759683,3956404.4689,5935054.458070001
South America,1996,4996688.78728,6027255.57635,18109384.284500003,291204.7500626,3885745.16396,6111701.977834
South America,1997,5057512.3372,6099517.092110001,17764670.77074,282974.07095980004,3978222.33373,6196495.89307
South America,1998,5108122.702,5819383.18379,17371988.04857,279566.4002806,4024868.7702200003,6251764.6384149995
South America,1999,5027481.330200001,5909343.4849499995,17186241.795140002,270617.0606926,4080742.97228,6172389.533526
South America,2000,4801052.45027,5726544.25553,17008432.1629,256810.9335081,4229403.12997,6173462.481590001
South America,2001,4902571.17233,5626227.0657,16446200.808959998,261832.51105180001,4261728.9412,6149510.40582
South America,2002,4900566.161830001,5234376.031817,16572642.56327,269306.37123319996,4388471.38698,6151535.5622
South America,2003,4984877.0867,5007136.87712,17397902.5182,276057.98743670003,4660958.61112,6215861.607265
South America,2004,5290902.27134,4897423.204045,18296583.36698,289626.3142525,4822341.04938,6519403.64539
South America,2005,5317841.196599999,4763148.86428,18018363.93194,293693.03143669997,4791578.38507,6596818.290349999
South America,2006,5332562.1078,4624529.51903,17165993.28777,301603.6153029,4874081.2809999995,6693016.91571
South America,2007,5634831.0594999995,4015096.24059,17635478.52358,314820.0005715,5068521.20935,6732489.64754
South America,2008,5872575.57886,4134420.48817,17706452.390300002,322212.85534949997,5019046.24145,6808751.084825
South America,2009,5780157.29754,3839382.472,16068292.907879999,319789.9305207,4975646.28191,6695374.585829999
South America,2010,6223992.256159999,4158416.19312,17078811.31967,336986.0068382,5122292.07942,6988822.431535
South America,2011,6317118.4553,4255825.586398,16827446.73688,333990.3506531,5321598.41732,7032498.54875
South America,2012,6598958.0301,4261307.093156,17106131.6725,335744.3713949,5306049.23684,7163953.834369999
South America,2013,6747201.3542,4512108.82384,16601812.144000001,342846.2428424,5337410.04633,7065858.846665
South America,2014,6873038.8571999995,4339264.62885,16129355.7932,341135.7238303,5465548.7849,7101741.59166
South America,2015,6677253.59925,4267826.01656,15691384.48154,329431.5147098,5395880.03372,7019104.7795
South America,2016,6467279.4039,3952342.56742,15029360.354799999,324177.2793946,5634522.42557,6862526.9483550005
South America,2017,6341635.0795,3802228.70053,15051950.1301,316255.01125940005,5601990.9348,6888945.07093
South America,2018,6192405.848239999,3602524.010423,14795848.62334,311315.3515918,5642008.4263700005,6844417.170514
South America,2019,6091662.34425,3420204.5537799997,14459839.999200001,301738.7546036,5684173.14472,6787707.45709
South America,2020,5574988.9194600005,3246352.36396,13470258.86156,291928.2923278,5738364.90013,6676335.32156
South America,2021,5968311.79854,3489810.704074,13893186.80277,292590.2345083,5778603.353800001,6696889.95259
South America,2022,5861211.1805300005,3236210.391324,13869350.36186,291069.9546618,5819237.980049999,6712245.693390001
